Subject,OriginalNumber,Age,Sex,Language,Major,Semester,Session,Cycle,Trial,BaseRate,Stimulus,Response,Matrix,RT,Word
5,9,21,male,native,psychology,3,2,4,4,75,old,old,hit,806,
5,9,21,male,native,psychology,3,2,4,5,75,old,old,hit,1202,
5,9,21,male,native,psychology,3,2,4,6,75,new,new,cr,862,
5,9,21,male,native,psychology,3,2,4,7,75,new,old,fa,1112,
5,9,21,male,native,psychology,3,2,4,8,75,old,old,hit,815,
5,9,21,male,native,psychology,3,2,4,9,75,old,old,hit,723,
5,9,21,male,native,psychology,3,2,4,10,75,old,old,hit,994,
5,9,21,male,native,psychology,3,2,4,11,75,old,old,hit,823,
5,9,21,male,native,psychology,3,2,4,12,75,old,old,hit,1002,
5,9,21,male,native,psychology,3,2,4,13,75,old,old,hit,1246,
5,9,21,male,native,psychology,3,2,4,14,75,old,old,hit,984,
5,9,21,male,native,psychology,3,2,4,15,75,new,new,cr,821,
5,9,21,male,native,psychology,3,2,4,16,75,old,old,hit,952,
5,9,21,male,native,psychology,3,2,4,17,75,old,old,hit,1007,
5,9,21,male,native,psychology,3,2,4,18,75,new,new,cr,682,
5,9,21,male,native,psychology,3,2,4,19,75,old,old,hit,860,
5,9,21,male,native,psychology,3,2,4,20,75,old,old,hit,678,
5,9,21,male,native,psychology,3,2,4,21,75,old,new,miss,999,
5,9,21,male,native,psychology,3,2,4,22,75,old,old,hit,1410,
5,9,21,male,native,psychology,3,2,4,23,75,old,new,miss,1573,
5,9,21,male,native,psychology,3,2,4,24,75,old,old,hit,2330,
5,9,21,male,native,psychology,3,2,4,25,75,old,old,hit,910,
5,9,21,male,native,psychology,3,2,4,26,75,old,old,hit,1094,
5,9,21,male,native,psychology,3,2,4,27,75,old,old,hit,1470,
5,9,21,male,native,psychology,3,2,4,28,75,new,old,fa,1007,
5,9,21,male,native,psychology,3,2,4,29,75,old,old,hit,795,
5,9,21,male,native,psychology,3,2,4,30,75,new,new,cr,831,
5,9,21,male,native,psychology,3,2,4,31,75,old,old,hit,699,
5,9,21,male,native,psychology,3,2,4,32,75,new,new,cr,803,
5,9,21,male,native,psychology,3,2,4,33,75,old,old,hit,704,
5,9,21,male,native,psychology,3,2,4,34,75,old,old,hit,712,
5,9,21,male,native,psychology,3,2,4,35,75,old,old,hit,1000,
5,9,21,male,native,psychology,3,2,4,36,75,old,old,hit,909,
5,9,21,male,native,psychology,3,2,4,37,75,old,old,hit,644,
5,9,21,male,native,psychology,3,2,4,38,75,new,new,cr,871,
5,9,21,male,native,psychology,3,2,4,39,75,new,old,fa,784,
5,9,21,male,native,psychology,3,2,4,40,75,old,old,hit,670,
5,9,21,male,native,psychology,3,2,4,41,75,new,new,cr,776,
5,9,21,male,native,psychology,3,2,4,42,75,old,old,hit,733,
5,9,21,male,native,psychology,3,2,4,43,75,old,old,hit,685,
5,9,21,male,native,psychology,3,2,4,44,75,old,old,hit,758,
5,9,21,male,native,psychology,3,2,4,45,75,old,new,miss,1124,
5,9,21,male,native,psychology,3,2,4,46,75,old,old,hit,787,
5,9,21,male,native,psychology,3,2,4,47,75,old,old,hit,992,
5,9,21,male,native,psychology,3,2,4,48,75,old,old,hit,1052,
5,9,21,male,native,psychology,3,2,4,49,75,new,old,fa,1070,
5,9,21,male,native,psychology,3,2,4,50,75,new,new,cr,895,
5,9,21,male,native,psychology,3,2,4,51,75,old,old,hit,888,
5,9,21,male,native,psychology,3,2,4,52,75,old,old,hit,616,
5,9,21,male,native,psychology,3,2,4,53,75,new,old,fa,669,
5,9,21,male,native,psychology,3,2,4,54,75,old,old,hit,1263,
5,9,21,male,native,psychology,3,2,4,55,75,old,old,hit,728,
5,9,21,male,native,psychology,3,2,4,56,75,old,old,hit,703,
5,9,21,male,native,psychology,3,2,4,57,75,old,old,hit,640,
5,9,21,male,native,psychology,3,2,4,58,75,new,new,cr,931,
5,9,21,male,native,psychology,3,2,4,59,75,old,old,hit,674,
5,9,21,male,native,psychology,3,2,4,60,75,old,old,hit,676,
5,9,21,male,native,psychology,3,2,4,61,75,old,old,hit,613,
5,9,21,male,native,psychology,3,2,4,62,75,old,new,miss,1113,
5,9,21,male,native,psychology,3,2,4,63,75,new,new,cr,913,
5,9,21,male,native,psychology,3,2,4,64,75,old,new,miss,2681,
5,9,21,male,native,psychology,3,2,4,65,75,old,old,hit,839,
5,9,21,male,native,psychology,3,2,4,66,75,old,old,hit,873,
5,9,21,male,native,psychology,3,2,4,67,75,old,old,hit,955,
5,9,21,male,native,psychology,3,2,4,68,75,new,new,cr,904,
5,9,21,male,native,psychology,3,2,4,69,75,old,old,hit,1000,
5,9,21,male,native,psychology,3,2,4,70,75,old,old,hit,876,
5,9,21,male,native,psychology,3,2,4,71,75,new,old,fa,782,
5,9,21,male,native,psychology,3,2,4,72,75,old,old,hit,739,
5,9,21,male,native,psychology,3,2,4,73,75,old,old,hit,1066,
5,9,21,male,native,psychology,3,2,4,74,75,old,old,hit,1562,
5,9,21,male,native,psychology,3,2,4,75,75,new,old,fa,1383,
5,9,21,male,native,psychology,3,2,4,76,75,old,old,hit,1507,
5,9,21,male,native,psychology,3,2,4,77,75,new,old,fa,1202,
5,9,21,male,native,psychology,3,2,4,78,75,old,old,hit,750,
5,9,21,male,native,psychology,3,2,4,79,75,old,old,hit,1917,
5,9,21,male,native,psychology,3,2,4,80,75,old,old,hit,691,
5,9,21,male,native,psychology,3,2,4,81,75,old,new,miss,1268,
5,9,21,male,native,psychology,3,2,4,82,75,old,old,hit,701,
5,9,21,male,native,psychology,3,2,4,83,75,old,old,hit,646,
5,9,21,male,native,psychology,3,2,4,84,75,old,old,hit,969,
5,9,21,male,native,psychology,3,2,4,85,75,old,old,hit,638,
5,9,21,male,native,psychology,3,2,4,86,75,old,old,hit,673,
5,9,21,male,native,psychology,3,2,4,87,75,new,new,cr,987,
5,9,21,male,native,psychology,3,2,4,88,75,new,new,cr,880,
5,9,21,male,native,psychology,3,2,4,89,75,old,old,hit,689,
5,9,21,male,native,psychology,3,2,4,90,75,old,old,hit,746,
5,9,21,male,native,psychology,3,2,4,91,75,old,old,hit,592,
5,9,21,male,native,psychology,3,2,4,92,75,old,old,hit,781,
5,9,21,male,native,psychology,3,2,4,93,75,new,new,cr,907,
5,9,21,male,native,psychology,3,2,4,94,75,old,old,hit,922,
5,9,21,male,native,psychology,3,2,4,95,75,old,new,miss,1042,
5,9,21,male,native,psychology,3,2,4,96,75,old,old,hit,636,
5,9,21,male,native,psychology,3,2,4,97,75,old,old,hit,799,
5,9,21,male,native,psychology,3,2,4,98,75,new,old,fa,748,
5,9,21,male,native,psychology,3,2,4,99,75,new,old,fa,1107,
5,9,21,male,native,psychology,3,2,4,100,75,old,old,hit,666,
5,9,21,male,native,psychology,3,2,5,1,85,old,old,hit,901,
5,9,21,male,native,psychology,3,2,5,2,85,old,old,hit,741,
5,9,21,male,native,psychology,3,2,5,3,85,new,old,fa,964,
5,9,21,male,native,psychology,3,2,5,4,85,old,old,hit,658,
5,9,21,male,native,psychology,3,2,5,5,85,old,old,hit,660,
5,9,21,male,native,psychology,3,2,5,6,85,old,old,hit,622,
5,9,21,male,native,psychology,3,2,5,7,85,new,old,fa,857,
5,9,21,male,native,psychology,3,2,5,8,85,old,old,hit,651,
5,9,21,male,native,psychology,3,2,5,9,85,old,old,hit,726,
5,9,21,male,native,psychology,3,2,5,10,85,old,old,hit,1430,
5,9,21,male,native,psychology,3,2,5,11,85,old,old,hit,600,
5,9,21,male,native,psychology,3,2,5,12,85,old,old,hit,605,
5,9,21,male,native,psychology,3,2,5,13,85,old,new,miss,777,
5,9,21,male,native,psychology,3,2,5,14,85,old,old,hit,590,
5,9,21,male,native,psychology,3,2,5,15,85,old,old,hit,619,
5,9,21,male,native,psychology,3,2,5,16,85,old,old,hit,544,
5,9,21,male,native,psychology,3,2,5,17,85,old,old,hit,895,
5,9,21,male,native,psychology,3,2,5,18,85,old,old,hit,623,
5,9,21,male,native,psychology,3,2,5,19,85,new,old,fa,1099,
5,9,21,male,native,psychology,3,2,5,20,85,old,old,hit,498,
5,9,21,male,native,psychology,3,2,5,21,85,old,old,hit,715,
5,9,21,male,native,psychology,3,2,5,22,85,old,old,hit,555,
5,9,21,male,native,psychology,3,2,5,23,85,old,old,hit,633,
5,9,21,male,native,psychology,3,2,5,24,85,old,old,hit,669,
5,9,21,male,native,psychology,3,2,5,25,85,old,old,hit,583,
5,9,21,male,native,psychology,3,2,5,26,85,old,old,hit,661,
5,9,21,male,native,psychology,3,2,5,27,85,old,old,hit,703,
5,9,21,male,native,psychology,3,2,5,28,85,old,old,hit,656,
5,9,21,male,native,psychology,3,2,5,29,85,old,old,hit,786,
5,9,21,male,native,psychology,3,2,5,30,85,old,old,hit,935,
5,9,21,male,native,psychology,3,2,5,31,85,old,old,hit,686,
5,9,21,male,native,psychology,3,2,5,32,85,new,old,fa,672,
5,9,21,male,native,psychology,3,2,5,33,85,old,old,hit,697,
5,9,21,male,native,psychology,3,2,5,34,85,old,old,hit,610,
5,9,21,male,native,psychology,3,2,5,35,85,old,old,hit,918,
5,9,21,male,native,psychology,3,2,5,36,85,old,old,hit,1270,
5,9,21,male,native,psychology,3,2,5,37,85,old,new,miss,1063,
5,9,21,male,native,psychology,3,2,5,38,85,new,new,cr,913,
5,9,21,male,native,psychology,3,2,5,39,85,old,old,hit,769,
5,9,21,male,native,psychology,3,2,5,40,85,new,old,fa,1111,
5,9,21,male,native,psychology,3,2,5,41,85,old,old,hit,566,
5,9,21,male,native,psychology,3,2,5,42,85,old,old,hit,645,
5,9,21,male,native,psychology,3,2,5,43,85,old,old,hit,583,
5,9,21,male,native,psychology,3,2,5,44,85,old,old,hit,813,
5,9,21,male,native,psychology,3,2,5,45,85,old,old,hit,761,
5,9,21,male,native,psychology,3,2,5,46,85,old,old,hit,751,
5,9,21,male,native,psychology,3,2,5,47,85,new,old,fa,973,
5,9,21,male,native,psychology,3,2,5,48,85,old,old,hit,634,
5,9,21,male,native,psychology,3,2,5,49,85,old,old,hit,869,
5,9,21,male,native,psychology,3,2,5,50,85,old,old,hit,1471,
5,9,21,male,native,psychology,3,2,5,51,85,old,old,hit,615,
5,9,21,male,native,psychology,3,2,5,52,85,new,old,fa,2100,
5,9,21,male,native,psychology,3,2,5,53,85,old,old,hit,786,
5,9,21,male,native,psychology,3,2,5,54,85,old,old,hit,600,
5,9,21,male,native,psychology,3,2,5,55,85,old,old,hit,532,
5,9,21,male,native,psychology,3,2,5,56,85,old,old,hit,684,
5,9,21,male,native,psychology,3,2,5,57,85,old,old,hit,990,
5,9,21,male,native,psychology,3,2,5,58,85,old,old,hit,658,
5,9,21,male,native,psychology,3,2,5,59,85,new,old,fa,1748,
5,9,21,male,native,psychology,3,2,5,60,85,old,old,hit,705,
5,9,21,male,native,psychology,3,2,5,61,85,old,old,hit,1369,
5,9,21,male,native,psychology,3,2,5,62,85,new,new,cr,838,
5,9,21,male,native,psychology,3,2,5,63,85,old,old,hit,769,
5,9,21,male,native,psychology,3,2,5,64,85,old,old,hit,711,
5,9,21,male,native,psychology,3,2,5,65,85,old,old,hit,655,
5,9,21,male,native,psychology,3,2,5,66,85,old,old,hit,705,
5,9,21,male,native,psychology,3,2,5,67,85,old,old,hit,665,
5,9,21,male,native,psychology,3,2,5,68,85,old,old,hit,828,
5,9,21,male,native,psychology,3,2,5,69,85,old,old,hit,1359,
5,9,21,male,native,psychology,3,2,5,70,85,old,old,hit,596,
5,9,21,male,native,psychology,3,2,5,71,85,new,old,fa,961,
5,9,21,male,native,psychology,3,2,5,72,85,old,old,hit,767,
5,9,21,male,native,psychology,3,2,5,73,85,old,old,hit,1013,
5,9,21,male,native,psychology,3,2,5,74,85,old,old,hit,608,
5,9,21,male,native,psychology,3,2,5,75,85,old,old,hit,827,
5,9,21,male,native,psychology,3,2,5,76,85,new,new,cr,903,
5,9,21,male,native,psychology,3,2,5,77,85,old,old,hit,607,
5,9,21,male,native,psychology,3,2,5,78,85,old,old,hit,867,
5,9,21,male,native,psychology,3,2,5,79,85,old,old,hit,925,
5,9,21,male,native,psychology,3,2,5,80,85,old,old,hit,836,
5,9,21,male,native,psychology,3,2,5,81,85,old,old,hit,688,
5,9,21,male,native,psychology,3,2,5,82,85,old,old,hit,976,
5,9,21,male,native,psychology,3,2,5,83,85,old,new,miss,1685,
5,9,21,male,native,psychology,3,2,5,84,85,old,old,hit,645,
5,9,21,male,native,psychology,3,2,5,85,85,new,new,cr,1432,
5,9,21,male,native,psychology,3,2,5,86,85,old,old,hit,674,
5,9,21,male,native,psychology,3,2,5,87,85,old,old,hit,612,
5,9,21,male,native,psychology,3,2,5,88,85,old,old,hit,624,
5,9,21,male,native,psychology,3,2,5,89,85,old,old,hit,812,
5,9,21,male,native,psychology,3,2,5,90,85,old,old,hit,720,
5,9,21,male,native,psychology,3,2,5,91,85,new,old,fa,688,
5,9,21,male,native,psychology,3,2,5,92,85,old,old,hit,777,
5,9,21,male,native,psychology,3,2,5,93,85,old,old,hit,774,
5,9,21,male,native,psychology,3,2,5,94,85,old,old,hit,1011,
5,9,21,male,native,psychology,3,2,5,95,85,old,old,hit,831,
5,9,21,male,native,psychology,3,2,5,96,85,new,new,cr,834,
5,9,21,male,native,psychology,3,2,5,97,85,old,old,hit,709,
5,9,21,male,native,psychology,3,2,5,98,85,old,old,hit,629,
5,9,21,male,native,psychology,3,2,5,99,85,old,old,hit,561,
5,9,21,male,native,psychology,3,2,5,100,85,old,old,hit,903,
5,9,21,male,native,psychology,3,2,6,1,25,old,old,hit,1157,
5,9,21,male,native,psychology,3,2,6,2,25,new,new,cr,1467,
5,9,21,male,native,psychology,3,2,6,3,25,old,old,hit,1180,
5,9,21,male,native,psychology,3,2,6,4,25,old,old,hit,1488,
5,9,21,male,native,psychology,3,2,6,5,25,new,new,cr,864,
5,9,21,male,native,psychology,3,2,6,6,25,new,new,cr,762,
5,9,21,male,native,psychology,3,2,6,7,25,new,new,cr,760,
5,9,21,male,native,psychology,3,2,6,8,25,new,new,cr,878,
5,9,21,male,native,psychology,3,2,6,9,25,new,new,cr,783,
5,9,21,male,native,psychology,3,2,6,10,25,new,new,cr,820,
5,9,21,male,native,psychology,3,2,6,11,25,new,old,fa,2048,
5,9,21,male,native,psychology,3,2,6,12,25,new,old,fa,1369,
5,9,21,male,native,psychology,3,2,6,13,25,new,new,cr,637,
5,9,21,male,native,psychology,3,2,6,14,25,old,old,hit,752,
5,9,21,male,native,psychology,3,2,6,15,25,new,new,cr,735,
5,9,21,male,native,psychology,3,2,6,16,25,new,new,cr,1302,
5,9,21,male,native,psychology,3,2,6,17,25,new,new,cr,678,
5,9,21,male,native,psychology,3,2,6,18,25,new,new,cr,711,
5,9,21,male,native,psychology,3,2,6,19,25,new,new,cr,2231,
5,9,21,male,native,psychology,3,2,6,20,25,old,old,hit,888,
5,9,21,male,native,psychology,3,2,6,21,25,old,old,hit,1745,
5,9,21,male,native,psychology,3,2,6,22,25,old,new,miss,1150,
5,9,21,male,native,psychology,3,2,6,23,25,new,new,cr,1196,
5,9,21,male,native,psychology,3,2,6,24,25,old,old,hit,1840,
5,9,21,male,native,psychology,3,2,6,25,25,new,new,cr,897,
5,9,21,male,native,psychology,3,2,6,26,25,old,new,miss,2257,
5,9,21,male,native,psychology,3,2,6,27,25,new,new,cr,1169,
5,9,21,male,native,psychology,3,2,6,28,25,new,new,cr,694,
5,9,21,male,native,psychology,3,2,6,29,25,new,new,cr,671,
5,9,21,male,native,psychology,3,2,6,30,25,new,new,cr,593,
5,9,21,male,native,psychology,3,2,6,31,25,new,new,cr,630,
5,9,21,male,native,psychology,3,2,6,32,25,old,old,hit,665,
5,9,21,male,native,psychology,3,2,6,33,25,new,new,cr,1219,
5,9,21,male,native,psychology,3,2,6,34,25,new,new,cr,847,
5,9,21,male,native,psychology,3,2,6,35,25,new,new,cr,601,
5,9,21,male,native,psychology,3,2,6,36,25,new,new,cr,1030,
5,9,21,male,native,psychology,3,2,6,37,25,new,new,cr,665,
5,9,21,male,native,psychology,3,2,6,38,25,new,new,cr,642,
5,9,21,male,native,psychology,3,2,6,39,25,new,new,cr,765,
5,9,21,male,native,psychology,3,2,6,40,25,new,new,cr,699,
5,9,21,male,native,psychology,3,2,6,41,25,new,new,cr,748,
5,9,21,male,native,psychology,3,2,6,42,25,old,new,miss,1075,
5,9,21,male,native,psychology,3,2,6,43,25,new,new,cr,644,
5,9,21,male,native,psychology,3,2,6,44,25,new,new,cr,886,
5,9,21,male,native,psychology,3,2,6,45,25,new,new,cr,920,
5,9,21,male,native,psychology,3,2,6,46,25,new,new,cr,935,
5,9,21,male,native,psychology,3,2,6,47,25,new,old,fa,1022,
5,9,21,male,native,psychology,3,2,6,48,25,new,new,cr,825,
5,9,21,male,native,psychology,3,2,6,49,25,new,new,cr,613,
5,9,21,male,native,psychology,3,2,6,50,25,old,new,miss,1081,
5,9,21,male,native,psychology,3,2,6,51,25,old,new,miss,1074,
5,9,21,male,native,psychology,3,2,6,52,25,new,new,cr,1035,
5,9,21,male,native,psychology,3,2,6,53,25,new,new,cr,742,
5,9,21,male,native,psychology,3,2,6,54,25,new,new,cr,652,
5,9,21,male,native,psychology,3,2,6,55,25,new,new,cr,847,
5,9,21,male,native,psychology,3,2,6,56,25,old,old,hit,754,
5,9,21,male,native,psychology,3,2,6,57,25,new,new,cr,1448,
5,9,21,male,native,psychology,3,2,6,58,25,old,new,miss,1818,
5,9,21,male,native,psychology,3,2,6,59,25,new,new,cr,724,
5,9,21,male,native,psychology,3,2,6,60,25,new,new,cr,852,
5,9,21,male,native,psychology,3,2,6,61,25,new,new,cr,1358,
5,9,21,male,native,psychology,3,2,6,62,25,new,new,cr,963,
5,9,21,male,native,psychology,3,2,6,63,25,new,old,fa,993,
5,9,21,male,native,psychology,3,2,6,64,25,new,new,cr,941,
5,9,21,male,native,psychology,3,2,6,65,25,new,new,cr,1027,
5,9,21,male,native,psychology,3,2,6,66,25,new,new,cr,1247,
5,9,21,male,native,psychology,3,2,6,67,25,new,new,cr,680,
5,9,21,male,native,psychology,3,2,6,68,25,old,old,hit,865,
5,9,21,male,native,psychology,3,2,6,69,25,old,old,hit,683,
5,9,21,male,native,psychology,3,2,6,70,25,new,new,cr,892,
5,9,21,male,native,psychology,3,2,6,71,25,new,new,cr,813,
5,9,21,male,native,psychology,3,2,6,72,25,old,old,hit,2289,
5,9,21,male,native,psychology,3,2,6,73,25,new,new,cr,664,
5,9,21,male,native,psychology,3,2,6,74,25,old,old,hit,930,
5,9,21,male,native,psychology,3,2,6,75,25,new,new,cr,657,
5,9,21,male,native,psychology,3,2,6,76,25,new,new,cr,779,
5,9,21,male,native,psychology,3,2,6,77,25,old,new,miss,985,
5,9,21,male,native,psychology,3,2,6,78,25,new,new,cr,990,
5,9,21,male,native,psychology,3,2,6,79,25,new,new,cr,1066,
5,9,21,male,native,psychology,3,2,6,80,25,new,new,cr,1331,
5,9,21,male,native,psychology,3,2,6,81,25,new,new,cr,858,
5,9,21,male,native,psychology,3,2,6,82,25,new,new,cr,948,
5,9,21,male,native,psychology,3,2,6,83,25,new,new,cr,762,
5,9,21,male,native,psychology,3,2,6,84,25,new,new,cr,1192,
5,9,21,male,native,psychology,3,2,6,85,25,new,new,cr,756,
5,9,21,male,native,psychology,3,2,6,86,25,new,new,cr,754,
5,9,21,male,native,psychology,3,2,6,87,25,new,new,cr,1104,
5,9,21,male,native,psychology,3,2,6,88,25,new,new,cr,840,
5,9,21,male,native,psychology,3,2,6,89,25,old,new,miss,1123,
5,9,21,male,native,psychology,3,2,6,90,25,new,new,cr,778,
5,9,21,male,native,psychology,3,2,6,91,25,old,old,hit,967,
5,9,21,male,native,psychology,3,2,6,92,25,new,new,cr,740,
5,9,21,male,native,psychology,3,2,6,93,25,old,new,miss,834,
5,9,21,male,native,psychology,3,2,6,94,25,new,new,cr,1030,
5,9,21,male,native,psychology,3,2,6,95,25,old,new,miss,2201,
5,9,21,male,native,psychology,3,2,6,96,25,new,new,cr,2995,
5,9,21,male,native,psychology,3,2,6,97,25,new,new,cr,924,
5,9,21,male,native,psychology,3,2,6,98,25,new,new,cr,915,
5,9,21,male,native,psychology,3,2,6,99,25,old,new,miss,1283,
5,9,21,male,native,psychology,3,2,6,100,25,new,new,cr,971,
5,9,21,male,native,psychology,3,2,7,1,15,old,new,miss,949,
5,9,21,male,native,psychology,3,2,7,2,15,new,new,cr,1068,
5,9,21,male,native,psychology,3,2,7,3,15,new,new,cr,765,
5,9,21,male,native,psychology,3,2,7,4,15,old,new,miss,1091,
5,9,21,male,native,psychology,3,2,7,5,15,new,new,cr,820,
5,9,21,male,native,psychology,3,2,7,6,15,new,new,cr,775,
5,9,21,male,native,psychology,3,2,7,7,15,new,new,cr,693,
5,9,21,male,native,psychology,3,2,7,8,15,new,new,cr,686,
5,9,21,male,native,psychology,3,2,7,9,15,new,new,cr,775,
5,9,21,male,native,psychology,3,2,7,10,15,new,new,cr,716,
5,9,21,male,native,psychology,3,2,7,11,15,new,new,cr,604,
5,9,21,male,native,psychology,3,2,7,12,15,new,new,cr,897,
5,9,21,male,native,psychology,3,2,7,13,15,new,old,fa,905,
5,9,21,male,native,psychology,3,2,7,14,15,new,new,cr,1872,
5,9,21,male,native,psychology,3,2,7,15,15,old,old,hit,704,
5,9,21,male,native,psychology,3,2,7,16,15,new,new,cr,672,
5,9,21,male,native,psychology,3,2,7,17,15,new,new,cr,705,
5,9,21,male,native,psychology,3,2,7,18,15,new,new,cr,729,
5,9,21,male,native,psychology,3,2,7,19,15,new,new,cr,857,
5,9,21,male,native,psychology,3,2,7,20,15,new,new,cr,683,
5,9,21,male,native,psychology,3,2,7,21,15,new,new,cr,3388,
5,9,21,male,native,psychology,3,2,7,22,15,new,new,cr,757,
5,9,21,male,native,psychology,3,2,7,23,15,new,new,cr,811,
5,9,21,male,native,psychology,3,2,7,24,15,new,new,cr,791,
5,9,21,male,native,psychology,3,2,7,25,15,new,new,cr,724,
5,9,21,male,native,psychology,3,2,7,26,15,new,new,cr,779,
5,9,21,male,native,psychology,3,2,7,27,15,new,new,cr,608,
5,9,21,male,native,psychology,3,2,7,28,15,new,new,cr,605,
5,9,21,male,native,psychology,3,2,7,29,15,old,new,miss,681,
5,9,21,male,native,psychology,3,2,7,30,15,new,new,cr,650,
5,9,21,male,native,psychology,3,2,7,31,15,new,new,cr,629,
5,9,21,male,native,psychology,3,2,7,32,15,old,new,miss,969,
5,9,21,male,native,psychology,3,2,7,33,15,new,new,cr,639,
5,9,21,male,native,psychology,3,2,7,34,15,new,new,cr,554,
5,9,21,male,native,psychology,3,2,7,35,15,new,new,cr,609,
5,9,21,male,native,psychology,3,2,7,36,15,new,new,cr,797,
5,9,21,male,native,psychology,3,2,7,37,15,new,new,cr,1033,
5,9,21,male,native,psychology,3,2,7,38,15,new,new,cr,668,
5,9,21,male,native,psychology,3,2,7,39,15,new,new,cr,879,
5,9,21,male,native,psychology,3,2,7,40,15,old,new,miss,744,
5,9,21,male,native,psychology,3,2,7,41,15,new,new,cr,758,
5,9,21,male,native,psychology,3,2,7,42,15,new,new,cr,1044,
5,9,21,male,native,psychology,3,2,7,43,15,new,new,cr,1142,
5,9,21,male,native,psychology,3,2,7,44,15,new,new,cr,1324,
5,9,21,male,native,psychology,3,2,7,45,15,new,new,cr,706,
5,9,21,male,native,psychology,3,2,7,46,15,new,new,cr,650,
5,9,21,male,native,psychology,3,2,7,47,15,new,new,cr,533,
5,9,21,male,native,psychology,3,2,7,48,15,old,new,miss,2373,
5,9,21,male,native,psychology,3,2,7,49,15,new,new,cr,736,
5,9,21,male,native,psychology,3,2,7,50,15,new,new,cr,679,
5,9,21,male,native,psychology,3,2,7,51,15,new,new,cr,697,
5,9,21,male,native,psychology,3,2,7,52,15,new,new,cr,673,
5,9,21,male,native,psychology,3,2,7,53,15,old,new,miss,747,
5,9,21,male,native,psychology,3,2,7,54,15,new,new,cr,786,
5,9,21,male,native,psychology,3,2,7,55,15,old,new,miss,639,
5,9,21,male,native,psychology,3,2,7,56,15,new,new,cr,810,
5,9,21,male,native,psychology,3,2,7,57,15,new,new,cr,814,
5,9,21,male,native,psychology,3,2,7,58,15,new,new,cr,682,
5,9,21,male,native,psychology,3,2,7,59,15,new,new,cr,563,
5,9,21,male,native,psychology,3,2,7,60,15,new,new,cr,617,
5,9,21,male,native,psychology,3,2,7,61,15,new,new,cr,654,
5,9,21,male,native,psychology,3,2,7,62,15,old,new,miss,928,
5,9,21,male,native,psychology,3,2,7,63,15,new,new,cr,735,
5,9,21,male,native,psychology,3,2,7,64,15,new,new,cr,574,
5,9,21,male,native,psychology,3,2,7,65,15,new,new,cr,580,
5,9,21,male,native,psychology,3,2,7,66,15,new,new,cr,650,
5,9,21,male,native,psychology,3,2,7,67,15,new,new,cr,661,
5,9,21,male,native,psychology,3,2,7,68,15,old,new,miss,662,
5,9,21,male,native,psychology,3,2,7,69,15,new,new,cr,672,
5,9,21,male,native,psychology,3,2,7,70,15,new,new,cr,561,
5,9,21,male,native,psychology,3,2,7,71,15,new,new,cr,624,
5,9,21,male,native,psychology,3,2,7,72,15,old,new,miss,595,
5,9,21,male,native,psychology,3,2,7,73,15,new,new,cr,648,
5,9,21,male,native,psychology,3,2,7,74,15,new,new,cr,603,
5,9,21,male,native,psychology,3,2,7,75,15,new,new,cr,647,
5,9,21,male,native,psychology,3,2,7,76,15,new,new,cr,626,
5,9,21,male,native,psychology,3,2,7,77,15,new,new,cr,654,
5,9,21,male,native,psychology,3,2,7,78,15,new,new,cr,624,
5,9,21,male,native,psychology,3,2,7,79,15,new,new,cr,3108,
5,9,21,male,native,psychology,3,2,7,80,15,new,new,cr,744,
5,9,21,male,native,psychology,3,2,7,81,15,new,new,cr,575,
5,9,21,male,native,psychology,3,2,7,82,15,new,new,cr,668,
5,9,21,male,native,psychology,3,2,7,83,15,new,new,cr,542,
5,9,21,male,native,psychology,3,2,7,84,15,old,new,miss,861,
5,9,21,male,native,psychology,3,2,7,85,15,new,new,cr,607,
5,9,21,male,native,psychology,3,2,7,86,15,new,new,cr,596,
5,9,21,male,native,psychology,3,2,7,87,15,new,new,cr,600,
5,9,21,male,native,psychology,3,2,7,88,15,new,new,cr,557,
5,9,21,male,native,psychology,3,2,7,89,15,old,new,miss,660,
5,9,21,male,native,psychology,3,2,7,90,15,new,new,cr,622,
5,9,21,male,native,psychology,3,2,7,91,15,new,new,cr,530,
5,9,21,male,native,psychology,3,2,7,92,15,new,new,cr,609,
5,9,21,male,native,psychology,3,2,7,93,15,new,new,cr,525,
5,9,21,male,native,psychology,3,2,7,94,15,new,new,cr,701,
5,9,21,male,native,psychology,3,2,7,95,15,new,new,cr,550,
5,9,21,male,native,psychology,3,2,7,96,15,new,new,cr,637,
5,9,21,male,native,psychology,3,2,7,97,15,new,new,cr,608,
5,9,21,male,native,psychology,3,2,7,98,15,new,new,cr,556,
5,9,21,male,native,psychology,3,2,7,99,15,old,new,miss,498,
5,9,21,male,native,psychology,3,2,7,100,15,new,new,cr,563,
5,9,21,male,native,psychology,3,3,8,1,25,old,old,hit,1223,
5,9,21,male,native,psychology,3,3,8,2,25,new,new,cr,1137,
5,9,21,male,native,psychology,3,3,8,3,25,new,new,cr,648,
5,9,21,male,native,psychology,3,3,8,4,25,old,old,hit,715,
5,9,21,male,native,psychology,3,3,8,5,25,new,new,cr,787,
5,9,21,male,native,psychology,3,3,8,6,25,new,old,fa,2952,
5,9,21,male,native,psychology,3,3,8,7,25,new,new,cr,652,
5,9,21,male,native,psychology,3,3,8,8,25,new,new,cr,647,
5,9,21,male,native,psychology,3,3,8,9,25,new,new,cr,1402,
5,9,21,male,native,psychology,3,3,8,10,25,old,old,hit,741,
