Subject,Age,Sex,Language,Major,Session,Part,Cycle,Trial,BaseRate,Stimulus,Response,Matrix,RT
1,25,female,native,other,2,1,21,3,90,old,new,miss,813
1,25,female,native,other,2,1,21,4,90,new,new,cr,746
1,25,female,native,other,2,1,21,5,90,old,old,hit,600
1,25,female,native,other,2,1,21,6,90,old,old,hit,837
1,25,female,native,other,2,1,21,7,90,old,old,hit,728
1,25,female,native,other,2,1,21,8,90,old,old,hit,679
1,25,female,native,other,2,1,21,9,90,old,old,hit,641
1,25,female,native,other,2,1,21,10,90,old,old,hit,540
1,25,female,native,other,2,1,21,11,90,old,old,hit,572
1,25,female,native,other,2,1,21,12,90,old,old,hit,594
1,25,female,native,other,2,1,21,13,90,old,old,hit,807
1,25,female,native,other,2,1,21,14,90,old,old,hit,539
1,25,female,native,other,2,1,21,15,90,old,old,hit,603
1,25,female,native,other,2,1,21,16,90,old,old,hit,656
1,25,female,native,other,2,1,21,17,90,old,old,hit,691
1,25,female,native,other,2,1,21,18,90,old,old,hit,476
1,25,female,native,other,2,1,21,19,90,old,old,hit,766
1,25,female,native,other,2,1,21,20,90,old,old,hit,596
1,25,female,native,other,2,1,21,21,90,old,old,hit,593
1,25,female,native,other,2,1,21,22,90,old,old,hit,743
1,25,female,native,other,2,1,21,23,90,old,old,hit,982
1,25,female,native,other,2,1,21,24,90,old,old,hit,803
1,25,female,native,other,2,1,21,25,90,old,old,hit,880
1,25,female,native,other,2,1,21,26,90,old,old,hit,610
1,25,female,native,other,2,1,21,27,90,old,old,hit,590
1,25,female,native,other,2,1,21,28,90,old,old,hit,562
1,25,female,native,other,2,1,21,29,90,old,old,hit,713
1,25,female,native,other,2,1,21,30,90,old,old,hit,514
1,25,female,native,other,2,1,21,31,90,old,old,hit,562
1,25,female,native,other,2,1,21,32,90,old,old,hit,561
1,25,female,native,other,2,1,21,33,90,old,old,hit,624
1,25,female,native,other,2,1,21,34,90,new,new,cr,700
1,25,female,native,other,2,1,21,35,90,old,old,hit,621
1,25,female,native,other,2,1,21,36,90,old,old,hit,609
1,25,female,native,other,2,1,21,37,90,old,old,hit,733
1,25,female,native,other,2,1,21,38,90,new,new,cr,669
1,25,female,native,other,2,1,21,39,90,old,old,hit,815
1,25,female,native,other,2,1,21,40,90,new,old,fa,676
1,25,female,native,other,2,1,21,41,90,old,old,hit,733
1,25,female,native,other,2,1,21,42,90,old,old,hit,597
1,25,female,native,other,2,1,21,43,90,old,old,hit,1090
1,25,female,native,other,2,1,21,44,90,old,old,hit,595
1,25,female,native,other,2,1,21,45,90,old,old,hit,704
1,25,female,native,other,2,1,21,46,90,old,old,hit,945
1,25,female,native,other,2,1,21,47,90,old,old,hit,951
1,25,female,native,other,2,1,21,48,90,old,old,hit,630
1,25,female,native,other,2,1,21,49,90,old,old,hit,610
1,25,female,native,other,2,1,21,50,90,old,old,hit,815
1,25,female,native,other,2,1,21,51,90,old,old,hit,835
1,25,female,native,other,2,1,21,52,90,old,old,hit,2181
1,25,female,native,other,2,1,21,53,90,old,new,miss,873
1,25,female,native,other,2,1,21,54,90,new,new,cr,746
1,25,female,native,other,2,1,21,55,90,new,new,cr,1041
1,25,female,native,other,2,1,21,56,90,old,old,hit,740
1,25,female,native,other,2,1,21,57,90,old,old,hit,763
1,25,female,native,other,2,1,21,58,90,old,old,hit,609
1,25,female,native,other,2,1,21,59,90,old,old,hit,670
1,25,female,native,other,2,1,21,60,90,old,old,hit,984
1,25,female,native,other,2,2,22,1,75,new,new,cr,1577
1,25,female,native,other,2,2,22,2,75,old,old,hit,749
1,25,female,native,other,2,2,22,3,75,old,old,hit,556
1,25,female,native,other,2,2,22,4,75,old,old,hit,1322
1,25,female,native,other,2,2,22,5,75,old,old,hit,584
1,25,female,native,other,2,2,22,6,75,old,old,hit,638
1,25,female,native,other,2,2,22,7,75,new,new,cr,650
1,25,female,native,other,2,2,22,8,75,old,old,hit,741
1,25,female,native,other,2,2,22,9,75,old,old,hit,732
1,25,female,native,other,2,2,22,10,75,old,old,hit,564
1,25,female,native,other,2,2,22,11,75,new,old,fa,930
1,25,female,native,other,2,2,22,12,75,old,old,hit,658
1,25,female,native,other,2,2,22,13,75,old,old,hit,660
1,25,female,native,other,2,2,22,14,75,old,old,hit,607
1,25,female,native,other,2,2,22,15,75,old,old,hit,907
1,25,female,native,other,2,2,22,16,75,old,old,hit,1099
1,25,female,native,other,2,2,22,17,75,new,new,cr,852
1,25,female,native,other,2,2,22,18,75,old,old,hit,551
1,25,female,native,other,2,2,22,19,75,old,old,hit,774
1,25,female,native,other,2,2,22,20,75,old,old,hit,788
1,25,female,native,other,2,2,22,21,75,old,old,hit,809
1,25,female,native,other,2,2,22,22,75,old,old,hit,917
1,25,female,native,other,2,2,22,23,75,new,new,cr,901
1,25,female,native,other,2,2,22,24,75,old,old,hit,582
1,25,female,native,other,2,2,22,25,75,new,new,cr,1004
1,25,female,native,other,2,2,22,26,75,old,old,hit,881
1,25,female,native,other,2,2,22,27,75,old,old,hit,722
1,25,female,native,other,2,2,22,28,75,old,old,hit,617
1,25,female,native,other,2,2,22,29,75,new,new,cr,853
1,25,female,native,other,2,2,22,30,75,old,old,hit,688
1,25,female,native,other,2,2,22,31,75,new,new,cr,577
1,25,female,native,other,2,2,22,32,75,old,old,hit,615
1,25,female,native,other,2,2,22,33,75,old,old,hit,692
1,25,female,native,other,2,2,22,34,75,old,old,hit,669
1,25,female,native,other,2,2,22,35,75,old,old,hit,808
1,25,female,native,other,2,2,22,36,75,old,old,hit,540
1,25,female,native,other,2,2,22,37,75,old,old,hit,1267
1,25,female,native,other,2,2,22,38,75,new,new,cr,829
1,25,female,native,other,2,2,22,39,75,new,new,cr,1312
1,25,female,native,other,2,2,22,40,75,new,new,cr,712
1,25,female,native,other,2,2,22,41,75,old,old,hit,1056
1,25,female,native,other,2,2,22,42,75,old,old,hit,642
1,25,female,native,other,2,2,22,43,75,old,new,miss,1493
1,25,female,native,other,2,2,22,44,75,old,old,hit,965
1,25,female,native,other,2,2,22,45,75,new,new,cr,651
1,25,female,native,other,2,2,22,46,75,old,old,hit,774
1,25,female,native,other,2,2,22,47,75,old,old,hit,580
1,25,female,native,other,2,2,22,48,75,old,old,hit,570
1,25,female,native,other,2,2,22,49,75,old,old,hit,697
1,25,female,native,other,2,2,22,50,75,old,old,hit,601
1,25,female,native,other,2,2,22,51,75,old,old,hit,950
1,25,female,native,other,2,2,22,52,75,old,old,hit,837
1,25,female,native,other,2,2,22,53,75,new,new,cr,680
1,25,female,native,other,2,2,22,54,75,old,old,hit,730
1,25,female,native,other,2,2,22,55,75,old,old,hit,706
1,25,female,native,other,2,2,22,56,75,old,old,hit,618
1,25,female,native,other,2,2,22,57,75,new,new,cr,815
1,25,female,native,other,2,2,22,58,75,old,old,hit,1051
1,25,female,native,other,2,2,22,59,75,old,old,hit,646
1,25,female,native,other,2,2,22,60,75,new,new,cr,689
1,25,female,native,other,2,2,23,1,10,new,new,cr,837
1,25,female,native,other,2,2,23,2,10,new,new,cr,624
1,25,female,native,other,2,2,23,3,10,new,new,cr,804
1,25,female,native,other,2,2,23,4,10,new,new,cr,561
1,25,female,native,other,2,2,23,5,10,new,new,cr,488
1,25,female,native,other,2,2,23,6,10,new,new,cr,648
1,25,female,native,other,2,2,23,7,10,new,new,cr,539
1,25,female,native,other,2,2,23,8,10,new,new,cr,507
1,25,female,native,other,2,2,23,9,10,new,new,cr,636
1,25,female,native,other,2,2,23,10,10,new,new,cr,647
1,25,female,native,other,2,2,23,11,10,new,new,cr,611
1,25,female,native,other,2,2,23,12,10,new,new,cr,527
1,25,female,native,other,2,2,23,13,10,new,new,cr,543
1,25,female,native,other,2,2,23,14,10,new,new,cr,679
1,25,female,native,other,2,2,23,15,10,new,new,cr,1360
1,25,female,native,other,2,2,23,16,10,new,new,cr,494
1,25,female,native,other,2,2,23,17,10,old,new,miss,567
1,25,female,native,other,2,2,23,18,10,new,new,cr,1150
1,25,female,native,other,2,2,23,19,10,new,new,cr,524
1,25,female,native,other,2,2,23,20,10,new,new,cr,572
1,25,female,native,other,2,2,23,21,10,new,new,cr,602
1,25,female,native,other,2,2,23,22,10,new,new,cr,640
1,25,female,native,other,2,2,23,23,10,new,new,cr,611
1,25,female,native,other,2,2,23,24,10,new,new,cr,631
1,25,female,native,other,2,2,23,25,10,old,new,miss,691
1,25,female,native,other,2,2,23,26,10,old,old,hit,1405
1,25,female,native,other,2,2,23,27,10,new,new,cr,657
1,25,female,native,other,2,2,23,28,10,new,new,cr,995
1,25,female,native,other,2,2,23,29,10,new,new,cr,871
1,25,female,native,other,2,2,23,30,10,new,new,cr,720
1,25,female,native,other,2,2,23,31,10,new,new,cr,656
1,25,female,native,other,2,2,23,32,10,new,new,cr,730
1,25,female,native,other,2,2,23,33,10,new,new,cr,586
1,25,female,native,other,2,2,23,34,10,new,new,cr,728
1,25,female,native,other,2,2,23,35,10,new,new,cr,776
1,25,female,native,other,2,2,23,36,10,new,new,cr,774
1,25,female,native,other,2,2,23,37,10,new,new,cr,643
1,25,female,native,other,2,2,23,38,10,old,old,hit,886
1,25,female,native,other,2,2,23,39,10,new,new,cr,896
1,25,female,native,other,2,2,23,40,10,new,new,cr,689
1,25,female,native,other,2,2,23,41,10,new,old,fa,954
1,25,female,native,other,2,2,23,42,10,new,new,cr,689
1,25,female,native,other,2,2,23,43,10,new,new,cr,890
1,25,female,native,other,2,2,23,44,10,new,new,cr,730
1,25,female,native,other,2,2,23,45,10,new,new,cr,762
1,25,female,native,other,2,2,23,46,10,new,new,cr,729
1,25,female,native,other,2,2,23,47,10,new,new,cr,632
1,25,female,native,other,2,2,23,48,10,new,new,cr,572
1,25,female,native,other,2,2,23,49,10,new,new,cr,530
1,25,female,native,other,2,2,23,50,10,old,old,hit,1162
1,25,female,native,other,2,2,23,51,10,new,new,cr,520
1,25,female,native,other,2,2,23,52,10,new,new,cr,553
1,25,female,native,other,2,2,23,53,10,old,old,hit,792
1,25,female,native,other,2,2,23,54,10,new,new,cr,652
1,25,female,native,other,2,2,23,55,10,new,new,cr,679
1,25,female,native,other,2,2,23,56,10,new,new,cr,785
1,25,female,native,other,2,2,23,57,10,new,new,cr,703
1,25,female,native,other,2,2,23,58,10,new,new,cr,920
1,25,female,native,other,2,2,23,59,10,new,new,cr,704
1,25,female,native,other,2,2,23,60,10,new,new,cr,568
1,25,female,native,other,2,2,24,1,50,old,old,hit,1282
1,25,female,native,other,2,2,24,2,50,new,new,cr,754
1,25,female,native,other,2,2,24,3,50,new,new,cr,721
1,25,female,native,other,2,2,24,4,50,old,old,hit,937
1,25,female,native,other,2,2,24,5,50,new,new,cr,745
1,25,female,native,other,2,2,24,6,50,old,old,hit,696
1,25,female,native,other,2,2,24,7,50,old,old,hit,600
1,25,female,native,other,2,2,24,8,50,new,new,cr,589
1,25,female,native,other,2,2,24,9,50,old,old,hit,626
1,25,female,native,other,2,2,24,10,50,old,old,hit,582
1,25,female,native,other,2,2,24,11,50,old,old,hit,604
1,25,female,native,other,2,2,24,12,50,old,old,hit,689
1,25,female,native,other,2,2,24,13,50,old,old,hit,762
1,25,female,native,other,2,2,24,14,50,old,old,hit,936
1,25,female,native,other,2,2,24,15,50,old,old,hit,712
1,25,female,native,other,2,2,24,16,50,new,new,cr,1576
1,25,female,native,other,2,2,24,17,50,new,new,cr,661
1,25,female,native,other,2,2,24,18,50,old,old,hit,839
1,25,female,native,other,2,2,24,19,50,old,old,hit,970
1,25,female,native,other,2,2,24,20,50,new,new,cr,632
1,25,female,native,other,2,2,24,21,50,old,old,hit,724
1,25,female,native,other,2,2,24,22,50,new,new,cr,1708
1,25,female,native,other,2,2,24,23,50,old,old,hit,586
1,25,female,native,other,2,2,24,24,50,old,old,hit,1168
1,25,female,native,other,2,2,24,25,50,new,new,cr,654
1,25,female,native,other,2,2,24,26,50,old,new,miss,937
1,25,female,native,other,2,2,24,27,50,new,new,cr,1192
1,25,female,native,other,2,2,24,28,50,new,new,cr,724
1,25,female,native,other,2,2,24,29,50,old,old,hit,588
1,25,female,native,other,2,2,24,30,50,new,new,cr,1088
1,25,female,native,other,2,2,24,31,50,new,new,cr,1793
1,25,female,native,other,2,2,24,32,50,new,new,cr,716
1,25,female,native,other,2,2,24,33,50,new,old,fa,981
1,25,female,native,other,2,2,24,34,50,new,new,cr,906
1,25,female,native,other,2,2,24,35,50,old,new,miss,1194
1,25,female,native,other,2,2,24,36,50,new,new,cr,734
1,25,female,native,other,2,2,24,37,50,new,new,cr,686
1,25,female,native,other,2,2,24,38,50,new,new,cr,816
1,25,female,native,other,2,2,24,39,50,old,old,hit,804
1,25,female,native,other,2,2,24,40,50,new,new,cr,920
1,25,female,native,other,2,2,24,41,50,new,new,cr,929
1,25,female,native,other,2,2,24,42,50,old,old,hit,592
1,25,female,native,other,2,2,24,43,50,old,old,hit,773
1,25,female,native,other,2,2,24,44,50,old,old,hit,1027
1,25,female,native,other,2,2,24,45,50,new,new,cr,1230
1,25,female,native,other,2,2,24,46,50,old,old,hit,1193
1,25,female,native,other,2,2,24,47,50,new,new,cr,701
1,25,female,native,other,2,2,24,48,50,new,new,cr,671
1,25,female,native,other,2,2,24,49,50,old,old,hit,793
1,25,female,native,other,2,2,24,50,50,new,new,cr,782
1,25,female,native,other,2,2,24,51,50,old,old,hit,748
1,25,female,native,other,2,2,24,52,50,old,old,hit,866
1,25,female,native,other,2,2,24,53,50,new,new,cr,692
1,25,female,native,other,2,2,24,54,50,old,old,hit,1013
1,25,female,native,other,2,2,24,55,50,old,old,hit,785
1,25,female,native,other,2,2,24,56,50,new,new,cr,767
1,25,female,native,other,2,2,24,57,50,new,new,cr,573
1,25,female,native,other,2,2,24,58,50,new,new,cr,635
1,25,female,native,other,2,2,24,59,50,old,old,hit,999
1,25,female,native,other,2,2,24,60,50,new,new,cr,620
1,25,female,native,other,2,2,25,1,90,old,old,hit,1311
1,25,female,native,other,2,2,25,2,90,old,old,hit,671
1,25,female,native,other,2,2,25,3,90,old,old,hit,769
1,25,female,native,other,2,2,25,4,90,old,old,hit,679
1,25,female,native,other,2,2,25,5,90,old,old,hit,929
1,25,female,native,other,2,2,25,6,90,old,old,hit,2464
1,25,female,native,other,2,2,25,7,90,old,old,hit,1304
1,25,female,native,other,2,2,25,8,90,old,old,hit,824
1,25,female,native,other,2,2,25,9,90,old,old,hit,643
1,25,female,native,other,2,2,25,10,90,new,old,fa,735
1,25,female,native,other,2,2,25,11,90,old,old,hit,662
1,25,female,native,other,2,2,25,12,90,old,old,hit,641
1,25,female,native,other,2,2,25,13,90,old,old,hit,612
1,25,female,native,other,2,2,25,14,90,old,old,hit,697
1,25,female,native,other,2,2,25,15,90,old,old,hit,666
1,25,female,native,other,2,2,25,16,90,old,old,hit,660
1,25,female,native,other,2,2,25,17,90,old,old,hit,671
1,25,female,native,other,2,2,25,18,90,old,old,hit,689
1,25,female,native,other,2,2,25,19,90,old,old,hit,690
1,25,female,native,other,2,2,25,20,90,old,old,hit,971
1,25,female,native,other,2,2,25,21,90,old,old,hit,673
1,25,female,native,other,2,2,25,22,90,old,old,hit,610
1,25,female,native,other,2,2,25,23,90,old,old,hit,734
1,25,female,native,other,2,2,25,24,90,old,old,hit,654
1,25,female,native,other,2,2,25,25,90,old,old,hit,1257
1,25,female,native,other,2,2,25,26,90,old,old,hit,594
1,25,female,native,other,2,2,25,27,90,old,old,hit,919
1,25,female,native,other,2,2,25,28,90,new,new,cr,824
1,25,female,native,other,2,2,25,29,90,old,old,hit,691
1,25,female,native,other,2,2,25,30,90,old,old,hit,852
1,25,female,native,other,2,2,25,31,90,old,old,hit,943
1,25,female,native,other,2,2,25,32,90,new,new,cr,686
1,25,female,native,other,2,2,25,33,90,old,old,hit,648
1,25,female,native,other,2,2,25,34,90,old,old,hit,715
1,25,female,native,other,2,2,25,35,90,old,new,miss,1003
1,25,female,native,other,2,2,25,36,90,old,old,hit,696
1,25,female,native,other,2,2,25,37,90,new,new,cr,881
1,25,female,native,other,2,2,25,38,90,old,old,hit,683
1,25,female,native,other,2,2,25,39,90,new,new,cr,844
1,25,female,native,other,2,2,25,40,90,old,old,hit,719
1,25,female,native,other,2,2,25,41,90,old,old,hit,976
1,25,female,native,other,2,2,25,42,90,old,old,hit,1645
1,25,female,native,other,2,2,25,43,90,old,old,hit,623
1,25,female,native,other,2,2,25,44,90,new,new,cr,1314
1,25,female,native,other,2,2,25,45,90,old,old,hit,713
1,25,female,native,other,2,2,25,46,90,old,old,hit,1177
1,25,female,native,other,2,2,25,47,90,old,old,hit,734
1,25,female,native,other,2,2,25,48,90,old,old,hit,998
1,25,female,native,other,2,2,25,49,90,old,old,hit,1403
1,25,female,native,other,2,2,25,50,90,old,old,hit,671
1,25,female,native,other,2,2,25,51,90,old,old,hit,601
1,25,female,native,other,2,2,25,52,90,old,old,hit,766
1,25,female,native,other,2,2,25,53,90,old,old,hit,972
1,25,female,native,other,2,2,25,54,90,old,old,hit,778
1,25,female,native,other,2,2,25,55,90,old,old,hit,711
1,25,female,native,other,2,2,25,56,90,old,old,hit,608
1,25,female,native,other,2,2,25,57,90,old,old,hit,572
1,25,female,native,other,2,2,25,58,90,old,old,hit,538
1,25,female,native,other,2,2,25,59,90,old,old,hit,970
1,25,female,native,other,2,2,25,60,90,old,old,hit,696
1,25,female,native,other,2,2,26,1,65,old,old,hit,1264
1,25,female,native,other,2,2,26,2,65,old,new,miss,1138
1,25,female,native,other,2,2,26,3,65,old,old,hit,848
1,25,female,native,other,2,2,26,4,65,old,new,miss,795
1,25,female,native,other,2,2,26,5,65,old,new,miss,808
1,25,female,native,other,2,2,26,6,65,old,new,miss,1268
1,25,female,native,other,2,2,26,7,65,new,new,cr,886
1,25,female,native,other,2,2,26,8,65,new,new,cr,848
1,25,female,native,other,2,2,26,9,65,new,new,cr,2226
1,25,female,native,other,2,2,26,10,65,old,old,hit,852
1,25,female,native,other,2,2,26,11,65,new,new,cr,1087
1,25,female,native,other,2,2,26,12,65,old,old,hit,800
1,25,female,native,other,2,2,26,13,65,new,old,fa,1205
1,25,female,native,other,2,2,26,14,65,old,old,hit,673
1,25,female,native,other,2,2,26,15,65,new,new,cr,714
1,25,female,native,other,2,2,26,16,65,old,old,hit,634
1,25,female,native,other,2,2,26,17,65,old,old,hit,726
1,25,female,native,other,2,2,26,18,65,old,old,hit,1358
1,25,female,native,other,2,2,26,19,65,old,old,hit,659
1,25,female,native,other,2,2,26,20,65,old,old,hit,630
1,25,female,native,other,2,2,26,21,65,old,old,hit,690
1,25,female,native,other,2,2,26,22,65,old,old,hit,827
1,25,female,native,other,2,2,26,23,65,new,new,cr,910
1,25,female,native,other,2,2,26,24,65,old,old,hit,631
1,25,female,native,other,2,2,26,25,65,new,old,fa,922
1,25,female,native,other,2,2,26,26,65,old,old,hit,818
1,25,female,native,other,2,2,26,27,65,new,new,cr,638
1,25,female,native,other,2,2,26,28,65,old,old,hit,633
1,25,female,native,other,2,2,26,29,65,old,old,hit,1117
1,25,female,native,other,2,2,26,30,65,old,new,miss,1405
1,25,female,native,other,2,2,26,31,65,old,old,hit,665
1,25,female,native,other,2,2,26,32,65,new,new,cr,692
1,25,female,native,other,2,2,26,33,65,new,new,cr,1069
1,25,female,native,other,2,2,26,34,65,new,new,cr,1255
1,25,female,native,other,2,2,26,35,65,old,old,hit,625
1,25,female,native,other,2,2,26,36,65,old,old,hit,853
1,25,female,native,other,2,2,26,37,65,new,new,cr,640
1,25,female,native,other,2,2,26,38,65,old,old,hit,578
1,25,female,native,other,2,2,26,39,65,old,old,hit,760
1,25,female,native,other,2,2,26,40,65,new,new,cr,1038
1,25,female,native,other,2,2,26,41,65,old,old,hit,1513
1,25,female,native,other,2,2,26,42,65,old,old,hit,656
1,25,female,native,other,2,2,26,43,65,new,new,cr,938
1,25,female,native,other,2,2,26,44,65,old,old,hit,817
1,25,female,native,other,2,2,26,45,65,new,old,fa,789
1,25,female,native,other,2,2,26,46,65,old,new,miss,922
1,25,female,native,other,2,2,26,47,65,old,old,hit,802
1,25,female,native,other,2,2,26,48,65,new,old,fa,1023
1,25,female,native,other,2,2,26,49,65,new,new,cr,994
1,25,female,native,other,2,2,26,50,65,old,old,hit,647
1,25,female,native,other,2,2,26,51,65,old,new,miss,802
1,25,female,native,other,2,2,26,52,65,old,new,miss,1503
1,25,female,native,other,2,2,26,53,65,old,old,hit,1183
1,25,female,native,other,2,2,26,54,65,new,new,cr,1044
1,25,female,native,other,2,2,26,55,65,old,old,hit,630
1,25,female,native,other,2,2,26,56,65,new,new,cr,770
1,25,female,native,other,2,2,26,57,65,old,old,hit,648
1,25,female,native,other,2,2,26,58,65,old,old,hit,1652
1,25,female,native,other,2,2,26,59,65,old,old,hit,861
1,25,female,native,other,2,2,26,60,65,new,new,cr,750
1,25,female,native,other,2,2,27,1,10,new,new,cr,922
1,25,female,native,other,2,2,27,2,10,new,new,cr,1929
1,25,female,native,other,2,2,27,3,10,new,old,fa,1015
1,25,female,native,other,2,2,27,4,10,new,new,cr,715
1,25,female,native,other,2,2,27,5,10,new,new,cr,643
1,25,female,native,other,2,2,27,6,10,new,new,cr,759
1,25,female,native,other,2,2,27,7,10,new,new,cr,668
1,25,female,native,other,2,2,27,8,10,new,new,cr,487
1,25,female,native,other,2,2,27,9,10,new,old,fa,976
1,25,female,native,other,2,2,27,10,10,new,new,cr,669
1,25,female,native,other,2,2,27,11,10,new,new,cr,568
1,25,female,native,other,2,2,27,12,10,new,new,cr,742
1,25,female,native,other,2,2,27,13,10,new,new,cr,590
1,25,female,native,other,2,2,27,14,10,new,new,cr,547
1,25,female,native,other,2,2,27,15,10,new,new,cr,594
1,25,female,native,other,2,2,27,16,10,new,old,fa,775
1,25,female,native,other,2,2,27,17,10,new,new,cr,845
1,25,female,native,other,2,2,27,18,10,new,new,cr,736
1,25,female,native,other,2,2,27,19,10,old,old,hit,896
1,25,female,native,other,2,2,27,20,10,new,new,cr,649
1,25,female,native,other,2,2,27,21,10,new,new,cr,708
1,25,female,native,other,2,2,27,22,10,new,new,cr,708
1,25,female,native,other,2,2,27,23,10,new,new,cr,917
1,25,female,native,other,2,2,27,24,10,new,new,cr,517
1,25,female,native,other,2,2,27,25,10,new,new,cr,541
1,25,female,native,other,2,2,27,26,10,new,new,cr,637
1,25,female,native,other,2,2,27,27,10,old,new,miss,881
1,25,female,native,other,2,2,27,28,10,new,new,cr,730
1,25,female,native,other,2,2,27,29,10,old,new,miss,2170
1,25,female,native,other,2,2,27,30,10,new,new,cr,701
1,25,female,native,other,2,2,27,31,10,new,new,cr,838
1,25,female,native,other,2,2,27,32,10,new,new,cr,601
1,25,female,native,other,2,2,27,33,10,new,new,cr,606
1,25,female,native,other,2,2,27,34,10,new,new,cr,643
1,25,female,native,other,2,2,27,35,10,old,new,miss,606
1,25,female,native,other,2,2,27,36,10,new,new,cr,683
1,25,female,native,other,2,2,27,37,10,new,new,cr,733
1,25,female,native,other,2,2,27,38,10,new,new,cr,676
1,25,female,native,other,2,2,27,39,10,new,new,cr,742
1,25,female,native,other,2,2,27,40,10,new,new,cr,1037
1,25,female,native,other,2,2,27,41,10,new,new,cr,720
1,25,female,native,other,2,2,27,42,10,new,new,cr,1105
1,25,female,native,other,2,2,27,43,10,new,new,cr,545
1,25,female,native,other,2,2,27,44,10,new,new,cr,720
1,25,female,native,other,2,2,27,45,10,new,new,cr,1032
1,25,female,native,other,2,2,27,46,10,new,new,cr,612
1,25,female,native,other,2,2,27,47,10,new,new,cr,976
1,25,female,native,other,2,2,27,48,10,new,new,cr,574
1,25,female,native,other,2,2,27,49,10,new,new,cr,932
1,25,female,native,other,2,2,27,50,10,old,new,miss,931
1,25,female,native,other,2,2,27,51,10,new,new,cr,578
1,25,female,native,other,2,2,27,52,10,new,new,cr,552
1,25,female,native,other,2,2,27,53,10,new,new,cr,640
1,25,female,native,other,2,2,27,54,10,new,new,cr,603
1,25,female,native,other,2,2,27,55,10,new,new,cr,583
1,25,female,native,other,2,2,27,56,10,new,new,cr,669
1,25,female,native,other,2,2,27,57,10,new,new,cr,688
1,25,female,native,other,2,2,27,58,10,new,new,cr,817
1,25,female,native,other,2,2,27,59,10,new,new,cr,797
1,25,female,native,other,2,2,27,60,10,old,new,miss,666
1,25,female,native,other,2,3,28,1,25,new,new,cr,1753
1,25,female,native,other,2,3,28,2,25,new,new,cr,614
1,25,female,native,other,2,3,28,3,25,old,old,hit,747
1,25,female,native,other,2,3,28,4,25,new,new,cr,586
1,25,female,native,other,2,3,28,5,25,old,old,hit,672
1,25,female,native,other,2,3,28,6,25,new,new,cr,666
1,25,female,native,other,2,3,28,7,25,old,old,hit,652
1,25,female,native,other,2,3,28,8,25,new,new,cr,720
1,25,female,native,other,2,3,28,9,25,new,new,cr,752
1,25,female,native,other,2,3,28,10,25,new,new,cr,606
1,25,female,native,other,2,3,28,11,25,new,new,cr,635
1,25,female,native,other,2,3,28,12,25,new,new,cr,887
1,25,female,native,other,2,3,28,13,25,new,new,cr,672
1,25,female,native,other,2,3,28,14,25,old,old,hit,730
1,25,female,native,other,2,3,28,15,25,new,new,cr,842
1,25,female,native,other,2,3,28,16,25,new,new,cr,1220
1,25,female,native,other,2,3,28,17,25,new,new,cr,880
1,25,female,native,other,2,3,28,18,25,new,new,cr,578
1,25,female,native,other,2,3,28,19,25,new,new,cr,776
1,25,female,native,other,2,3,28,20,25,new,new,cr,629
1,25,female,native,other,2,3,28,21,25,old,old,hit,601
1,25,female,native,other,2,3,28,22,25,new,new,cr,878
1,25,female,native,other,2,3,28,23,25,new,new,cr,616
1,25,female,native,other,2,3,28,24,25,new,new,cr,756
1,25,female,native,other,2,3,28,25,25,new,new,cr,763
1,25,female,native,other,2,3,28,26,25,new,new,cr,809
1,25,female,native,other,2,3,28,27,25,old,old,hit,1213
1,25,female,native,other,2,3,28,28,25,new,new,cr,649
1,25,female,native,other,2,3,28,29,25,old,old,hit,956
1,25,female,native,other,2,3,28,30,25,old,new,miss,730
1,25,female,native,other,2,3,28,31,25,new,new,cr,826
1,25,female,native,other,2,3,28,32,25,new,new,cr,702
1,25,female,native,other,2,3,28,33,25,new,new,cr,630
1,25,female,native,other,2,3,28,34,25,new,new,cr,754
1,25,female,native,other,2,3,28,35,25,old,new,miss,1152
1,25,female,native,other,2,3,28,36,25,new,new,cr,758
1,25,female,native,other,2,3,28,37,25,new,new,cr,605
1,25,female,native,other,2,3,28,38,25,new,new,cr,1321
1,25,female,native,other,2,3,28,39,25,new,new,cr,672
1,25,female,native,other,2,3,28,40,25,new,new,cr,1026
1,25,female,native,other,2,3,28,41,25,old,new,miss,1613
1,25,female,native,other,2,3,28,42,25,new,new,cr,656
1,25,female,native,other,2,3,28,43,25,old,old,hit,835
1,25,female,native,other,2,3,28,44,25,new,new,cr,1046
1,25,female,native,other,2,3,28,45,25,new,new,cr,601
1,25,female,native,other,2,3,28,46,25,old,old,hit,726
1,25,female,native,other,2,3,28,47,25,new,new,cr,782
1,25,female,native,other,2,3,28,48,25,new,new,cr,1507
1,25,female,native,other,2,3,28,49,25,new,new,cr,1035
1,25,female,native,other,2,3,28,50,25,old,old,hit,1150
1,25,female,native,other,2,3,28,51,25,old,old,hit,1132
1,25,female,native,other,2,3,28,52,25,new,new,cr,803
1,25,female,native,other,2,3,28,53,25,new,new,cr,664
1,25,female,native,other,2,3,28,54,25,new,new,cr,611
1,25,female,native,other,2,3,28,55,25,new,new,cr,670
1,25,female,native,other,2,3,28,56,25,new,new,cr,768
1,25,female,native,other,2,3,28,57,25,new,new,cr,671
1,25,female,native,other,2,3,28,58,25,new,new,cr,720
1,25,female,native,other,2,3,28,59,25,new,new,cr,640
1,25,female,native,other,2,3,28,60,25,old,old,hit,731
